date_started,date_ended,declaration_type,disaster_type,disaster_title,days_lasted,county,county_fip,state,state_abbr,division_name,region_name
1996-02-23,1996-09-19,Emergency Declaration,Fire,Extreme  Fire Hazard,209.0,Wichita County,TX-485,Texas,TX,West South Central,South
1996-02-23,1996-09-19,Emergency Declaration,Fire,Extreme  Fire Hazard,209.0,Smith County,TX-423,Texas,TX,West South Central,South
1996-02-23,1996-09-19,Emergency Declaration,Fire,Extreme  Fire Hazard,209.0,Anderson County,TX-001,Texas,TX,West South Central,South
1996-02-23,1996-09-19,Emergency Declaration,Fire,Extreme  Fire Hazard,209.0,Childress County,TX-075,Texas,TX,West South Central,South
1996-02-23,1996-09-19,Emergency Declaration,Fire,Extreme  Fire Hazard,209.0,Houston County,TX-225,Texas,TX,West South Central,South
1996-02-23,1996-09-19,Emergency Declaration,Fire,Extreme  Fire Hazard,209.0,Panola County,TX-365,Texas,TX,West South Central,South
1996-02-23,1996-09-19,Emergency Declaration,Fire,Extreme  Fire Hazard,209.0,Taylor County,TX-441,Texas,TX,West South Central,South
1996-02-23,1996-09-19,Emergency Declaration,Fire,Extreme  Fire Hazard,209.0,Cherokee County,TX-073,Texas,TX,West South Central,South
1996-02-23,1996-09-19,Emergency Declaration,Fire,Extreme  Fire Hazard,209.0,Harrison County,TX-203,Texas,TX,West South Central,South
1996-02-23,1996-09-19,Emergency Declaration,Fire,Extreme  Fire Hazard,209.0,Palo Pinto County,TX-363,Texas,TX,West South Central,South
1996-02-23,1996-09-19,Emergency Declaration,Fire,Extreme  Fire Hazard,209.0,Tarrant County,TX-439,Texas,TX,West South Central,South
1996-02-23,1996-09-19,Emergency Declaration,Fire,Extreme  Fire Hazard,209.0,Wise County,TX-497,Texas,TX,West South Central,South
1996-02-23,1996-09-19,Emergency Declaration,Fire,Extreme  Fire Hazard,209.0,Bastrop County,TX-021,Texas,TX,West South Central,South
1996-02-23,1996-09-19,Emergency Declaration,Fire,Extreme  Fire Hazard,209.0,King County,TX-269,Texas,TX,West South Central,South
1996-02-23,1996-09-19,Emergency Declaration,Fire,Extreme  Fire Hazard,209.0,Cottle County,TX-101,Texas,TX,West South Central,South
1996-02-23,1996-09-19,Emergency Declaration,Fire,Extreme  Fire Hazard,209.0,Travis County,TX-453,Texas,TX,West South Central,South
1996-02-23,1996-09-19,Emergency Declaration,Fire,Extreme  Fire Hazard,209.0,Polk County,TX-373,Texas,TX,West South Central,South
1996-02-23,1996-09-19,Emergency Declaration,Fire,Extreme  Fire Hazard,209.0,Angelina County,TX-005,Texas,TX,West South Central,South
1996-02-23,1996-09-19,Emergency Declaration,Fire,Extreme  Fire Hazard,209.0,Coryell County,TX-099,Texas,TX,West South Central,South
1996-02-23,1996-09-19,Emergency Declaration,Fire,Extreme  Fire Hazard,209.0,Jasper County,TX-241,Texas,TX,West South Central,South
1996-02-23,1996-09-19,Emergency Declaration,Fire,Extreme  Fire Hazard,209.0,Parker County,TX-367,Texas,TX,West South Central,South
1996-02-23,1996-09-19,Emergency Declaration,Fire,Extreme  Fire Hazard,209.0,Tom Green County,TX-451,Texas,TX,West South Central,South
1996-02-23,1996-09-19,Emergency Declaration,Fire,Extreme  Fire Hazard,209.0,Bexar County,TX-029,Texas,TX,West South Central,South
1996-02-23,1996-09-19,Emergency Declaration,Fire,Extreme  Fire Hazard,209.0,Denton County,TX-121,Texas,TX,West South Central,South
1996-02-23,1996-09-19,Emergency Declaration,Fire,Extreme  Fire Hazard,209.0,Marion County,TX-315,Texas,TX,West South Central,South
1996-02-23,1996-09-19,Emergency Declaration,Fire,Extreme  Fire Hazard,209.0,Sabine County,TX-403,Texas,TX,West South Central,South
1996-02-23,1996-09-19,Emergency Declaration,Fire,Extreme  Fire Hazard,209.0,Tyler County,TX-457,Texas,TX,West South Central,South
1996-02-23,1996-09-19,Emergency Declaration,Fire,Extreme  Fire Hazard,209.0,Rusk County,TX-401,Texas,TX,West South Central,South
1996-02-23,1996-09-19,Emergency Declaration,Fire,Extreme  Fire Hazard,209.0,Trinity County,TX-455,Texas,TX,West South Central,South
1996-02-23,1996-09-19,Emergency Declaration,Fire,Extreme  Fire Hazard,209.0,Liberty County,TX-291,Texas,TX,West South Central,South
1996-02-23,1996-09-19,Emergency Declaration,Fire,Extreme  Fire Hazard,209.0,Dallas County,TX-113,Texas,TX,West South Central,South
1996-02-23,1996-09-19,Emergency Declaration,Fire,Extreme  Fire Hazard,209.0,Bell County,TX-027,Texas,TX,West South Central,South
1996-02-23,1996-09-19,Emergency Declaration,Fire,Extreme  Fire Hazard,209.0,Brown County,TX-049,Texas,TX,West South Central,South
1996-02-23,1996-09-19,Emergency Declaration,Fire,Extreme  Fire Hazard,209.0,Gregg County,TX-183,Texas,TX,West South Central,South
1996-02-23,1996-09-19,Emergency Declaration,Fire,Extreme  Fire Hazard,209.0,Montgomery County,TX-339,Texas,TX,West South Central,South
1996-02-23,1996-09-19,Emergency Declaration,Fire,Extreme  Fire Hazard,209.0,San Saba County,TX-411,Texas,TX,West South Central,South
1996-02-23,1996-09-19,Emergency Declaration,Fire,Extreme  Fire Hazard,209.0,Walker County,TX-471,Texas,TX,West South Central,South
1996-02-23,1996-09-19,Emergency Declaration,Fire,Extreme  Fire Hazard,209.0,Bowie County,TX-037,Texas,TX,West South Central,South
1996-02-23,1996-09-19,Emergency Declaration,Fire,Extreme  Fire Hazard,209.0,Fayette County,TX-149,Texas,TX,West South Central,South
1996-02-23,1996-09-19,Emergency Declaration,Fire,Extreme  Fire Hazard,209.0,McLennan County,TX-309,Texas,TX,West South Central,South
1996-02-23,1996-09-19,Emergency Declaration,Fire,Extreme  Fire Hazard,209.0,San Augustine County,TX-405,Texas,TX,West South Central,South
1996-02-23,1996-09-19,Emergency Declaration,Fire,Extreme  Fire Hazard,209.0,Upshur County,TX-459,Texas,TX,West South Central,South
1996-02-23,1996-09-19,Emergency Declaration,Fire,Extreme  Fire Hazard,209.0,Nacogdoches County,TX-347,Texas,TX,West South Central,South
1996-02-23,1996-09-19,Emergency Declaration,Fire,Extreme  Fire Hazard,209.0,Camp County,TX-063,Texas,TX,West South Central,South
1996-02-23,1996-09-19,Emergency Declaration,Fire,Extreme  Fire Hazard,209.0,Shelby County,TX-419,Texas,TX,West South Central,South
1996-02-23,1996-09-19,Emergency Declaration,Fire,Extreme  Fire Hazard,209.0,Hardeman County,TX-197,Texas,TX,West South Central,South
1996-02-23,1996-09-19,Emergency Declaration,Fire,Extreme  Fire Hazard,209.0,Waller County,TX-473,Texas,TX,West South Central,South
1996-02-27,1996-05-31,Emergency Declaration,Fire,Extreme Fire Hazard,94.0,Carter County,OK-019,Oklahoma,OK,West South Central,South
1996-02-27,1996-05-31,Emergency Declaration,Fire,Extreme Fire Hazard,94.0,Jackson County,OK-065,Oklahoma,OK,West South Central,South
1996-02-27,1996-05-31,Emergency Declaration,Fire,Extreme Fire Hazard,94.0,Cleveland County,OK-027,Oklahoma,OK,West South Central,South
1996-02-27,1996-05-31,Emergency Declaration,Fire,Extreme Fire Hazard,94.0,Tulsa County,OK-143,Oklahoma,OK,West South Central,South
1996-02-27,1996-05-31,Emergency Declaration,Fire,Extreme Fire Hazard,94.0,Payne County,OK-119,Oklahoma,OK,West South Central,South
1996-02-27,1996-05-31,Emergency Declaration,Fire,Extreme Fire Hazard,94.0,Woodward County,OK-153,Oklahoma,OK,West South Central,South
1996-02-27,1996-05-31,Emergency Declaration,Fire,Extreme Fire Hazard,94.0,Washington County,OK-147,Oklahoma,OK,West South Central,South
1996-06-02,1996-06-15,Major Disaster Declaration,Fire,Wildland Fires,13.0,Matanuska-Susitna Borough,AK-170,Alaska,AK,Pacific,West
1996-07-10,1996-07-13,Major Disaster Declaration,Hurricane,Hurricane Bertha,3.0,Pitt County,NC-147,North Carolina,NC,South Atlantic,South
1996-07-10,1996-07-13,Major Disaster Declaration,Hurricane,Hurricane Bertha,3.0,Craven County,NC-049,North Carolina,NC,South Atlantic,South
1996-07-10,1996-07-13,Major Disaster Declaration,Hurricane,Hurricane Bertha,3.0,Greene County,NC-079,North Carolina,NC,South Atlantic,South
1996-07-10,1996-07-13,Major Disaster Declaration,Hurricane,Hurricane Bertha,3.0,Duplin County,NC-061,North Carolina,NC,South Atlantic,South
1996-07-10,1996-07-13,Major Disaster Declaration,Hurricane,Hurricane Bertha,3.0,Beaufort County,NC-013,North Carolina,NC,South Atlantic,South
1996-07-10,1996-07-13,Major Disaster Declaration,Hurricane,Hurricane Bertha,3.0,Jones County,NC-103,North Carolina,NC,South Atlantic,South
1996-07-10,1996-07-13,Major Disaster Declaration,Hurricane,Hurricane Bertha,3.0,Brunswick County,NC-019,North Carolina,NC,South Atlantic,South
1996-07-10,1996-07-13,Major Disaster Declaration,Hurricane,Hurricane Bertha,3.0,New Hanover County,NC-129,North Carolina,NC,South Atlantic,South
1996-07-10,1996-07-13,Major Disaster Declaration,Hurricane,Hurricane Bertha,3.0,Pamlico County,NC-137,North Carolina,NC,South Atlantic,South
1996-07-10,1996-07-13,Major Disaster Declaration,Hurricane,Hurricane Bertha,3.0,Chowan County,NC-041,North Carolina,NC,South Atlantic,South
1996-07-10,1996-07-13,Major Disaster Declaration,Hurricane,Hurricane Bertha,3.0,Hyde County,NC-095,North Carolina,NC,South Atlantic,South
1996-07-10,1996-07-13,Major Disaster Declaration,Hurricane,Hurricane Bertha,3.0,Bladen County,NC-017,North Carolina,NC,South Atlantic,South
1996-07-10,1996-07-13,Major Disaster Declaration,Hurricane,Hurricane Bertha,3.0,Lenoir County,NC-107,North Carolina,NC,South Atlantic,South
1996-07-10,1996-07-13,Major Disaster Declaration,Hurricane,Hurricane Bertha,3.0,Carteret County,NC-031,North Carolina,NC,South Atlantic,South
1996-07-10,1996-07-13,Major Disaster Declaration,Hurricane,Hurricane Bertha,3.0,Onslow County,NC-133,North Carolina,NC,South Atlantic,South
1996-07-10,1996-07-13,Major Disaster Declaration,Hurricane,Hurricane Bertha,3.0,Columbus County,NC-047,North Carolina,NC,South Atlantic,South
1996-07-10,1996-07-13,Major Disaster Declaration,Hurricane,Hurricane Bertha,3.0,Pender County,NC-141,North Carolina,NC,South Atlantic,South
1996-07-18,1996-07-31,Major Disaster Declaration,Fire,"Heavy Rains, High Winds, Flooding, And Slides",13.0,Webster County,WV-101,West Virginia,WV,South Atlantic,South
1996-07-18,1996-07-31,Major Disaster Declaration,Fire,"Heavy Rains, High Winds, Flooding, And Slides",13.0,Braxton County,WV-007,West Virginia,WV,South Atlantic,South
1996-07-18,1996-07-31,Major Disaster Declaration,Fire,"Heavy Rains, High Winds, Flooding, And Slides",13.0,Barbour County,WV-001,West Virginia,WV,South Atlantic,South
1996-07-18,1996-07-31,Major Disaster Declaration,Fire,"Heavy Rains, High Winds, Flooding, And Slides",13.0,Clay County,WV-015,West Virginia,WV,South Atlantic,South
1996-07-18,1996-07-31,Major Disaster Declaration,Fire,"Heavy Rains, High Winds, Flooding, And Slides",13.0,Monongalia County,WV-061,West Virginia,WV,South Atlantic,South
1996-07-18,1996-07-31,Major Disaster Declaration,Fire,"Heavy Rains, High Winds, Flooding, And Slides",13.0,Randolph County,WV-083,West Virginia,WV,South Atlantic,South
1996-07-18,1996-07-31,Major Disaster Declaration,Fire,"Heavy Rains, High Winds, Flooding, And Slides",13.0,Cabell County,WV-011,West Virginia,WV,South Atlantic,South
1996-07-18,1996-07-31,Major Disaster Declaration,Fire,"Heavy Rains, High Winds, Flooding, And Slides",13.0,Gilmer County,WV-021,West Virginia,WV,South Atlantic,South
1996-07-18,1996-07-31,Major Disaster Declaration,Fire,"Heavy Rains, High Winds, Flooding, And Slides",13.0,Nicholas County,WV-067,West Virginia,WV,South Atlantic,South
1996-07-18,1996-07-31,Major Disaster Declaration,Fire,"Heavy Rains, High Winds, Flooding, And Slides",13.0,Upshur County,WV-097,West Virginia,WV,South Atlantic,South
1996-09-05,1996-09-23,Major Disaster Declaration,Hurricane,Hurricane Fran And Associated Severe Storm Cond,18.0,Augusta County,VA-015,Virginia,VA,South Atlantic,South
1996-09-05,1996-09-23,Major Disaster Declaration,Hurricane,Hurricane Fran And Associated Severe Storm Cond,18.0,Charlotte County,VA-037,Virginia,VA,South Atlantic,South
1996-09-05,1996-09-23,Major Disaster Declaration,Hurricane,Hurricane Fran And Associated Severe Storm Cond,18.0,Chesterfield County,VA-041,Virginia,VA,South Atlantic,South
1996-09-05,1996-09-23,Major Disaster Declaration,Hurricane,Hurricane Fran And Associated Severe Storm Cond,18.0,Bath County,VA-017,Virginia,VA,South Atlantic,South
1996-09-05,1996-09-23,Major Disaster Declaration,Hurricane,Hurricane Fran And Associated Severe Storm Cond,18.0,Accomack County,VA-001,Virginia,VA,South Atlantic,South
1996-09-05,1996-09-23,Major Disaster Declaration,Hurricane,Hurricane Fran And Associated Severe Storm Cond,18.0,Botetourt County,VA-023,Virginia,VA,South Atlantic,South
1996-09-05,1996-09-23,Major Disaster Declaration,Hurricane,Hurricane Fran And Associated Severe Storm Cond,18.0,Buckingham County,VA-029,Virginia,VA,South Atlantic,South
1996-09-05,1996-09-23,Major Disaster Declaration,Hurricane,Hurricane Fran And Associated Severe Storm Cond,18.0,Alleghany County,VA-005,Virginia,VA,South Atlantic,South
1996-09-05,1996-09-23,Major Disaster Declaration,Hurricane,Hurricane Fran And Associated Severe Storm Cond,18.0,Amherst County,VA-009,Virginia,VA,South Atlantic,South
1996-09-05,1996-09-23,Major Disaster Declaration,Hurricane,Hurricane Fran And Associated Severe Storm Cond,18.0,Campbell County,VA-031,Virginia,VA,South Atlantic,South
1996-09-05,1996-09-23,Major Disaster Declaration,Hurricane,Hurricane Fran And Associated Severe Storm Cond,18.0,Bedford County,VA-019,Virginia,VA,South Atlantic,South
1996-09-05,1996-09-23,Major Disaster Declaration,Hurricane,Hurricane Fran And Associated Severe Storm Cond,18.0,Clarke County,VA-043,Virginia,VA,South Atlantic,South
1996-09-05,1996-09-23,Major Disaster Declaration,Hurricane,Hurricane Fran And Associated Severe Storm Cond,18.0,Albemarle County,VA-003,Virginia,VA,South Atlantic,South
1996-09-05,1996-09-23,Major Disaster Declaration,Hurricane,Hurricane Fran And Associated Severe Storm Cond,18.0,Brunswick County,VA-025,Virginia,VA,South Atlantic,South
1996-09-05,1996-09-23,Major Disaster Declaration,Hurricane,Hurricane Fran And Associated Severe Storm Cond,18.0,Amelia County,VA-007,Virginia,VA,South Atlantic,South
1996-09-05,1996-09-23,Major Disaster Declaration,Hurricane,Hurricane Fran And Associated Severe Storm Cond,18.0,Appomattox County,VA-011,Virginia,VA,South Atlantic,South
1996-09-05,1996-09-23,Major Disaster Declaration,Hurricane,Hurricane Fran And Associated Severe Storm Cond,18.0,Charles City County,VA-036,Virginia,VA,South Atlantic,South
1996-09-05,1996-09-23,Major Disaster Declaration,Hurricane,Hurricane Fran And Associated Severe Storm Cond,18.0,Culpeper County,VA-047,Virginia,VA,South Atlantic,South
1996-09-05,1996-09-23,Major Disaster Declaration,Hurricane,Hurricane Fran And Associated Severe Storm Cond,18.0,Henry County,VA-089,Virginia,VA,South Atlantic,South
1996-09-05,1996-09-23,Major Disaster Declaration,Hurricane,Hurricane Fran And Associated Severe Storm Cond,18.0,Louisa County,VA-109,Virginia,VA,South Atlantic,South
1996-09-05,1996-09-23,Major Disaster Declaration,Hurricane,Hurricane Fran And Associated Severe Storm Cond,18.0,Prince Edward County,VA-147,Virginia,VA,South Atlantic,South
1996-09-05,1996-09-23,Major Disaster Declaration,Hurricane,Hurricane Fran And Associated Severe Storm Cond,18.0,New Kent County,VA-127,Virginia,VA,South Atlantic,South
1996-09-05,1996-09-23,Major Disaster Declaration,Hurricane,Hurricane Fran And Associated Severe Storm Cond,18.0,Northampton County,VA-131,Virginia,VA,South Atlantic,South
1996-09-05,1996-09-23,Major Disaster Declaration,Hurricane,Hurricane Fran And Associated Severe Storm Cond,18.0,Gloucester County,VA-073,Virginia,VA,South Atlantic,South
1996-09-05,1996-09-23,Major Disaster Declaration,Hurricane,Hurricane Fran And Associated Severe Storm Cond,18.0,Prince William County,VA-153,Virginia,VA,South Atlantic,South
1996-09-05,1996-09-23,Major Disaster Declaration,Hurricane,Hurricane Fran And Associated Severe Storm Cond,18.0,Surry County,VA-181,Virginia,VA,South Atlantic,South
1996-09-05,1996-09-23,Major Disaster Declaration,Hurricane,Hurricane Fran And Associated Severe Storm Cond,18.0,Highland County,VA-091,Virginia,VA,South Atlantic,South
1996-09-05,1996-09-23,Major Disaster Declaration,Hurricane,Hurricane Fran And Associated Severe Storm Cond,18.0,Cumberland County,VA-049,Virginia,VA,South Atlantic,South
1996-09-05,1996-09-23,Major Disaster Declaration,Hurricane,Hurricane Fran And Associated Severe Storm Cond,18.0,Prince George County,VA-149,Virginia,VA,South Atlantic,South
1996-09-05,1996-09-23,Major Disaster Declaration,Hurricane,Hurricane Fran And Associated Severe Storm Cond,18.0,Lunenburg County,VA-111,Virginia,VA,South Atlantic,South
1996-09-05,1996-09-23,Major Disaster Declaration,Hurricane,Hurricane Fran And Associated Severe Storm Cond,18.0,Giles County,VA-071,Virginia,VA,South Atlantic,South
1996-09-05,1996-09-23,Major Disaster Declaration,Hurricane,Hurricane Fran And Associated Severe Storm Cond,18.0,Greene County,VA-079,Virginia,VA,South Atlantic,South
1996-09-05,1996-09-23,Major Disaster Declaration,Hurricane,Hurricane Fran And Associated Severe Storm Cond,18.0,James City County,VA-095,Virginia,VA,South Atlantic,South
1996-09-05,1996-09-23,Major Disaster Declaration,Hurricane,Hurricane Fran And Associated Severe Storm Cond,18.0,Nottoway County,VA-135,Virginia,VA,South Atlantic,South
1996-09-05,1996-09-23,Major Disaster Declaration,Hurricane,Hurricane Fran And Associated Severe Storm Cond,18.0,Richmond County,VA-159,Virginia,VA,South Atlantic,South
1996-09-05,1996-09-23,Major Disaster Declaration,Hurricane,Hurricane Fran And Associated Severe Storm Cond,18.0,Lynchburg city,VA-680,Virginia,VA,South Atlantic,South
1996-09-05,1996-09-23,Major Disaster Declaration,Hurricane,Hurricane Fran And Associated Severe Storm Cond,18.0,Dinwiddie County,VA-053,Virginia,VA,South Atlantic,South
1996-09-05,1996-09-23,Major Disaster Declaration,Hurricane,Hurricane Fran And Associated Severe Storm Cond,18.0,Goochland County,VA-075,Virginia,VA,South Atlantic,South
1996-09-05,1996-09-23,Major Disaster Declaration,Hurricane,Hurricane Fran And Associated Severe Storm Cond,18.0,Isle of Wight County,VA-093,Virginia,VA,South Atlantic,South
1996-09-05,1996-09-23,Major Disaster Declaration,Hurricane,Hurricane Fran And Associated Severe Storm Cond,18.0,Madison County,VA-113,Virginia,VA,South Atlantic,South
1996-09-05,1996-09-23,Major Disaster Declaration,Hurricane,Hurricane Fran And Associated Severe Storm Cond,18.0,Rappahannock County,VA-157,Virginia,VA,South Atlantic,South
1996-09-05,1996-09-23,Major Disaster Declaration,Hurricane,Hurricane Fran And Associated Severe Storm Cond,18.0,Northumberland County,VA-133,Virginia,VA,South Atlantic,South
1996-09-05,1996-09-23,Major Disaster Declaration,Hurricane,Hurricane Fran And Associated Severe Storm Cond,18.0,Warren County,VA-187,Virginia,VA,South Atlantic,South
1996-09-05,1996-09-23,Major Disaster Declaration,Hurricane,Hurricane Fran And Associated Severe Storm Cond,18.0,Essex County,VA-057,Virginia,VA,South Atlantic,South
1996-09-05,1996-09-23,Major Disaster Declaration,Hurricane,Hurricane Fran And Associated Severe Storm Cond,18.0,Greensville County,VA-081,Virginia,VA,South Atlantic,South
1996-09-05,1996-09-23,Major Disaster Declaration,Hurricane,Hurricane Fran And Associated Severe Storm Cond,18.0,Mathews County,VA-115,Virginia,VA,South Atlantic,South
1996-09-05,1996-09-23,Major Disaster Declaration,Hurricane,Hurricane Fran And Associated Severe Storm Cond,18.0,King George County,VA-099,Virginia,VA,South Atlantic,South
1996-09-05,1996-09-23,Major Disaster Declaration,Hurricane,Hurricane Fran And Associated Severe Storm Cond,18.0,Orange County,VA-137,Virginia,VA,South Atlantic,South
1996-09-05,1996-09-23,Major Disaster Declaration,Hurricane,Hurricane Fran And Associated Severe Storm Cond,18.0,Roanoke County,VA-161,Virginia,VA,South Atlantic,South
1996-09-05,1996-09-23,Major Disaster Declaration,Hurricane,Hurricane Fran And Associated Severe Storm Cond,18.0,Westmoreland County,VA-193,Virginia,VA,South Atlantic,South
1996-09-05,1996-09-23,Major Disaster Declaration,Hurricane,Hurricane Fran And Associated Severe Storm Cond,18.0,Fauquier County,VA-061,Virginia,VA,South Atlantic,South
1996-09-05,1996-09-23,Major Disaster Declaration,Hurricane,Hurricane Fran And Associated Severe Storm Cond,18.0,Halifax County,VA-083,Virginia,VA,South Atlantic,South
1996-09-05,1996-09-23,Major Disaster Declaration,Hurricane,Hurricane Fran And Associated Severe Storm Cond,18.0,King William County,VA-101,Virginia,VA,South Atlantic,South
1996-09-05,1996-09-23,Major Disaster Declaration,Hurricane,Hurricane Fran And Associated Severe Storm Cond,18.0,Mecklenburg County,VA-117,Virginia,VA,South Atlantic,South
1996-09-05,1996-09-23,Major Disaster Declaration,Hurricane,Hurricane Fran And Associated Severe Storm Cond,18.0,Page County,VA-139,Virginia,VA,South Atlantic,South
1996-09-05,1996-09-23,Major Disaster Declaration,Hurricane,Hurricane Fran And Associated Severe Storm Cond,18.0,Rockbridge County,VA-163,Virginia,VA,South Atlantic,South
1996-09-05,1996-09-23,Major Disaster Declaration,Hurricane,Hurricane Fran And Associated Severe Storm Cond,18.0,Franklin County,VA-067,Virginia,VA,South Atlantic,South
1996-09-05,1996-09-23,Major Disaster Declaration,Hurricane,Hurricane Fran And Associated Severe Storm Cond,18.0,Lancaster County,VA-103,Virginia,VA,South Atlantic,South
1996-09-05,1996-09-23,Major Disaster Declaration,Hurricane,Hurricane Fran And Associated Severe Storm Cond,18.0,Montgomery County,VA-121,Virginia,VA,South Atlantic,South
1996-09-05,1996-09-23,Major Disaster Declaration,Hurricane,Hurricane Fran And Associated Severe Storm Cond,18.0,Shenandoah County,VA-171,Virginia,VA,South Atlantic,South
1996-09-05,1996-09-23,Major Disaster Declaration,Hurricane,Hurricane Fran And Associated Severe Storm Cond,18.0,Fluvanna County,VA-065,Virginia,VA,South Atlantic,South
1996-09-05,1996-09-23,Major Disaster Declaration,Hurricane,Hurricane Fran And Associated Severe Storm Cond,18.0,Pittsylvania County,VA-143,Virginia,VA,South Atlantic,South
1996-09-05,1996-09-23,Major Disaster Declaration,Hurricane,Hurricane Fran And Associated Severe Storm Cond,18.0,King and Queen County,VA-097,Virginia,VA,South Atlantic,South
1996-09-05,1996-09-23,Major Disaster Declaration,Hurricane,Hurricane Fran And Associated Severe Storm Cond,18.0,Rockingham County,VA-165,Virginia,VA,South Atlantic,South
1996-09-05,1996-09-23,Major Disaster Declaration,Hurricane,Hurricane Fran And Associated Severe Storm Cond,18.0,Middlesex County,VA-119,Virginia,VA,South Atlantic,South
1996-09-05,1996-09-23,Major Disaster Declaration,Hurricane,Hurricane Fran And Associated Severe Storm Cond,18.0,York County,VA-199,Virginia,VA,South Atlantic,South
1996-09-05,1996-09-23,Major Disaster Declaration,Hurricane,Hurricane Fran And Associated Severe Storm Cond,18.0,Nelson County,VA-125,Virginia,VA,South Atlantic,South
1996-09-05,1996-09-23,Major Disaster Declaration,Hurricane,Hurricane Fran And Associated Severe Storm Cond,18.0,Frederick County,VA-069,Virginia,VA,South Atlantic,South
1996-09-05,1996-09-23,Major Disaster Declaration,Hurricane,Hurricane Fran And Associated Severe Storm Cond,18.0,Stafford County,VA-179,Virginia,VA,South Atlantic,South
1996-09-05,1996-09-23,Major Disaster Declaration,Hurricane,Hurricane Fran And Associated Severe Storm Cond,18.0,Henrico County,VA-087,Virginia,VA,South Atlantic,South
1996-09-05,1996-09-23,Major Disaster Declaration,Hurricane,Hurricane Fran And Associated Severe Storm Cond,18.0,Powhatan County,VA-145,Virginia,VA,South Atlantic,South
1996-09-05,1996-09-23,Major Disaster Declaration,Hurricane,Hurricane Fran And Associated Severe Storm Cond,18.0,Bedford city,VA-515,Virginia,VA,South Atlantic,South
1996-09-05,1996-09-23,Major Disaster Declaration,Hurricane,Hurricane Fran And Associated Severe Storm Cond,18.0,Charlottesville city,VA-540,Virginia,VA,South Atlantic,South
1996-09-05,1996-09-23,Major Disaster Declaration,Hurricane,Hurricane Fran And Associated Severe Storm Cond,18.0,Buena Vista city,VA-530,Virginia,VA,South Atlantic,South
1996-09-05,1996-09-23,Major Disaster Declaration,Hurricane,Hurricane Fran And Associated Severe Storm Cond,18.0,Fredericksburg city,VA-630,Virginia,VA,South Atlantic,South
1996-09-05,1996-09-23,Major Disaster Declaration,Hurricane,Hurricane Fran And Associated Severe Storm Cond,18.0,Staunton city,VA-790,Virginia,VA,South Atlantic,South
1996-09-05,1996-09-23,Major Disaster Declaration,Hurricane,Hurricane Fran And Associated Severe Storm Cond,18.0,Danville city,VA-590,Virginia,VA,South Atlantic,South
1996-09-05,1996-09-23,Major Disaster Declaration,Hurricane,Hurricane Fran And Associated Severe Storm Cond,18.0,Lynchburg city,VA-680,Virginia,VA,South Atlantic,South
1996-09-05,1996-09-23,Major Disaster Declaration,Hurricane,Hurricane Fran And Associated Severe Storm Cond,18.0,Hopewell city,VA-670,Virginia,VA,South Atlantic,South
1996-09-05,1996-09-23,Major Disaster Declaration,Hurricane,Hurricane Fran And Associated Severe Storm Cond,18.0,Newport News city,VA-700,Virginia,VA,South Atlantic,South
1996-09-05,1996-09-23,Major Disaster Declaration,Hurricane,Hurricane Fran And Associated Severe Storm Cond,18.0,Suffolk city,VA-800,Virginia,VA,South Atlantic,South
1996-09-05,1996-09-23,Major Disaster Declaration,Hurricane,Hurricane Fran And Associated Severe Storm Cond,18.0,Emporia city,VA-595,Virginia,VA,South Atlantic,South
1996-09-05,1996-09-23,Major Disaster Declaration,Hurricane,Hurricane Fran And Associated Severe Storm Cond,18.0,Martinsville city,VA-690,Virginia,VA,South Atlantic,South
1996-09-05,1996-09-23,Major Disaster Declaration,Hurricane,Hurricane Fran And Associated Severe Storm Cond,18.0,Williamsburg city,VA-830,Virginia,VA,South Atlantic,South
1996-09-05,1996-09-23,Major Disaster Declaration,Hurricane,Hurricane Fran And Associated Severe Storm Cond,18.0,Harrisonburg city,VA-660,Virginia,VA,South Atlantic,South
1996-09-05,1996-09-23,Major Disaster Declaration,Hurricane,Hurricane Fran And Associated Severe Storm Cond,18.0,Poquoson city,VA-735,Virginia,VA,South Atlantic,South
1996-09-05,1996-09-23,Major Disaster Declaration,Hurricane,Hurricane Fran And Associated Severe Storm Cond,18.0,Hampton city,VA-650,Virginia,VA,South Atlantic,South
1996-09-05,1996-09-23,Major Disaster Declaration,Hurricane,Hurricane Fran And Associated Severe Storm Cond,18.0,Lexington city,VA-678,Virginia,VA,South Atlantic,South
1996-09-05,1996-10-21,Major Disaster Declaration,Hurricane,Hurricane Fran,46.0,Bladen County,NC-017,North Carolina,NC,South Atlantic,South
1996-09-05,1996-10-21,Major Disaster Declaration,Hurricane,Hurricane Fran,46.0,Davidson County,NC-057,North Carolina,NC,South Atlantic,South
1996-09-05,1996-10-21,Major Disaster Declaration,Hurricane,Hurricane Fran,46.0,Moore County,NC-125,North Carolina,NC,South Atlantic,South
1996-09-05,1996-10-21,Major Disaster Declaration,Hurricane,Hurricane Fran,46.0,Henderson County,NC-089,North Carolina,NC,South Atlantic,South
1996-09-05,1996-10-21,Major Disaster Declaration,Hurricane,Hurricane Fran,46.0,Polk County,NC-149,North Carolina,NC,South Atlantic,South
1996-09-05,1996-10-21,Major Disaster Declaration,Hurricane,Hurricane Fran,46.0,Wake County,NC-183,North Carolina,NC,South Atlantic,South
